combo_id,base,short_delta,long_delta,ivr_min,profit_target_pct,hard_exit_dte,target_dte,trades,wins,losses,win_rate,total_pnl,avg_trade,max_drawdown
415,v5_sweep,0.25,0.03,20,0.5,21,45,20,9,11,45.0,-3911.34,-195.57,-6074.18
471,v5_sweep,0.25,0.05,0,0.5,30,45,23,6,17,26.1,-4567.86,-198.6,-2296.82
253,v5_sweep,0.16,0.05,0,0.5,21,45,22,7,15,31.8,-4555.38,-207.06,-1862.29
251,v5_sweep,0.16,0.05,0,0.5,14,45,24,10,14,41.7,-5057.02,-210.71,-2562.27
399,v5_sweep,0.25,0.03,0,0.5,30,45,24,6,18,25.0,-5196.12,-216.51,-3008.68
176,v5_sweep,0.16,0.03,0,0.25,30,30,84,9,75,10.7,-18445.7,-219.59,-4177.43
182,v5_sweep,0.16,0.03,0,0.5,30,30,84,9,75,10.7,-18445.7,-219.59,-4177.43
188,v5_sweep,0.16,0.03,0,0.75,30,30,84,9,75,10.7,-18445.7,-219.59,-4177.43
553,v5_sweep,0.25,0.1,20,0.25,21,45,22,11,11,50.0,-4889.72,-222.26,-3731.46
472,v5_sweep,0.25,0.05,0,0.75,14,30,24,6,18,25.0,-5367.3,-223.64,-2832.9
481,v5_sweep,0.25,0.05,20,0.25,21,45,24,13,11,54.2,-5561.77,-231.74,-4626.2
464,v5_sweep,0.25,0.05,0,0.25,30,30,84,9,75,10.7,-19963.88,-237.67,-4451.32
470,v5_sweep,0.25,0.05,0,0.5,30,30,84,9,75,10.7,-19963.88,-237.67,-4451.32
476,v5_sweep,0.25,0.05,0,0.75,30,30,84,9,75,10.7,-19963.88,-237.67,-4451.32
469,v5_sweep,0.25,0.05,0,0.5,21,45,20,5,15,25.0,-4806.56,-240.33,-4626.2
329,v5_sweep,0.16,0.1,0,0.75,14,45,16,5,11,31.2,-4026.6,-251.66,-1682.37
465,v5_sweep,0.25,0.05,0,0.25,30,45,24,7,17,29.2,-6172.03,-257.17,-2296.82
179,v5_sweep,0.16,0.03,0,0.5,14,45,24,9,15,37.5,-6330.14,-263.76,-3353.18
544,v5_sweep,0.25,0.1,0,0.75,14,30,21,4,17,19.0,-5687.08,-270.81,-1512.67
187,v5_sweep,0.16,0.03,0,0.75,21,45,22,6,16,27.3,-6221.93,-282.81,-2400.51
392,v5_sweep,0.25,0.03,0,0.25,30,30,84,9,75,10.7,-24512.76,-291.82,-5464.06
398,v5_sweep,0.25,0.03,0,0.5,30,30,84,9,75,10.7,-24512.76,-291.82,-5464.06
404,v5_sweep,0.25,0.03,0,0.75,30,30,84,9,75,10.7,-24512.76,-291.82,-5464.06
461,v5_sweep,0.25,0.05,0,0.25,14,45,19,8,11,42.1,-5548.22,-292.01,-5670.14
559,v5_sweep,0.25,0.1,20,0.5,21,45,18,7,11,38.9,-5574.56,-309.7,-3731.46
393,v5_sweep,0.25,0.03,0,0.25,30,45,24,6,18,25.0,-7773.99,-323.92,-3008.68
409,v5_sweep,0.25,0.03,20,0.25,21,45,24,12,12,50.0,-8130.53,-338.77,-6074.18
565,v5_sweep,0.25,0.1,20,0.75,21,45,16,6,10,37.5,-5434.67,-339.67,-3731.46
185,v5_sweep,0.16,0.03,0,0.75,14,45,20,6,14,30.0,-7943.24,-397.16,-3642.31
583,v5_sweep,0.25,0.1,30,0.75,21,45,14,5,9,35.7,-5712.59,-408.04,-4072.04
400,v5_sweep,0.25,0.03,0,0.75,14,30,24,5,19,20.8,-10127.8,-421.99,-4749.05
395,v5_sweep,0.25,0.03,0,0.5,14,45,18,7,11,38.9,-7994.71,-444.15,-6490.26
475,v5_sweep,0.25,0.05,0,0.75,21,45,18,4,14,22.2,-8075.74,-448.65,-4626.2
535,v5_sweep,0.25,0.1,0,0.25,21,45,19,5,14,26.3,-8762.16,-461.17,-3920.06
541,v5_sweep,0.25,0.1,0,0.5,21,45,18,4,14,22.2,-8465.72,-470.32,-3920.06
547,v5_sweep,0.25,0.1,0,0.75,21,45,18,3,15,16.7,-8674.31,-481.91,-3920.06
403,v5_sweep,0.25,0.03,0,0.75,21,45,18,4,14,22.2,-8852.61,-491.81,-6519.51
397,v5_sweep,0.25,0.03,0,0.5,21,45,21,5,16,23.8,-10510.73,-500.51,-6519.51
389,v5_sweep,0.25,0.03,0,0.25,14,45,20,10,10,50.0,-12341.35,-617.07,-5612.13
463,v5_sweep,0.25,0.05,0,0.25,21,45,20,5,15,25.0,-14060.35,-703.02,-4626.2
545,v5_sweep,0.25,0.1,0,0.75,14,45,14,3,11,21.4,-10996.66,-785.48,-4743.76
391,v5_sweep,0.25,0.03,0,0.25,21,45,20,4,16,20.0,-16556.64,-827.83,-6519.51
473,v5_sweep,0.25,0.05,0,0.75,14,45,15,3,12,20.0,-14559.4,-970.63,-5670.14
401,v5_sweep,0.25,0.03,0,0.75,14,45,15,4,11,26.7,-15721.29,-1048.09,-6490.26
