tier,variant,ticker,entry_time,exit_time,contracts,ivr_at_entry,sigma_at_entry,entry_underlying,pnl_usd,pnl_pct,exit_reason,exit_result,hold_days
1,v2_hold_day,AMZN,2026-03-16 19:55:00+00:00,2026-03-17 19:55:00+00:00,1,18.6,0.179,211.75999450683594,-301.9434979221116,-1.3845588357909833,EOD,LOSS,1.0
1,v2_hold_day,AMZN,2026-03-20 19:55:00+00:00,2026-03-23 13:30:00+00:00,1,19.8,0.192,205.36000061035156,-381.6780553953998,-2.280786085018821,STOP_LOSS,LOSS,2.732638888888889
1,v2_hold_day,AMZN,2026-03-26 13:30:00+00:00,2026-03-26 19:55:00+00:00,1,49.1,0.318,208.6199951171875,6.843561934088926,0.022966084918480373,EOD,WIN,0.2673611111111111
1,v2_hold_day,AMZN,2026-03-31 19:55:00+00:00,2026-04-01 13:30:00+00:00,1,37.8,0.269,208.2899932861328,141.69871192261695,0.5197129555364983,PROFIT_TARGET,WIN,0.7326388888888888
1,v2_hold_day,AMZN,2026-04-07 13:30:00+00:00,2026-04-07 19:55:00+00:00,1,20.9,0.197,210.96400451660156,-204.77641723483765,-1.0747878684224093,EOD,LOSS,0.2673611111111111
1,v2_hold_day,AMZN,2026-04-10 19:55:00+00:00,2026-04-13 15:35:00+00:00,1,10.4,0.175,238.36000061035156,115.3569691617408,0.5235129211314592,PROFIT_TARGET,WIN,2.8194444444444446
1,v2_hold_day,AMZN,2026-04-16 15:35:00+00:00,2026-04-16 19:55:00+00:00,1,13.3,0.195,247.97999572753906,2.955797307205721,0.011294040071087377,EOD,WIN,0.18055555555555555
1,v2_hold_day,AMZN,2026-04-21 19:55:00+00:00,2026-04-22 19:55:00+00:00,1,13.1,0.193,249.9499969482422,-332.828688718493,-1.654231763977632,EOD,LOSS,1.0
1,v3_phaseB,AMZN,2026-02-24 19:30:00+00:00,2026-03-18 14:35:00+00:00,1,100.0,0.259,208.8699951171875,110.42924691568439,0.505699061214995,PROFIT_TARGET,WIN,21.79513888888889
1,v3_phaseB,AMZN,2026-03-23 14:35:00+00:00,2026-03-23 14:40:00+00:00,1,94.7,0.514,211.6199951171875,414.4956591046707,0.9022191811800107,PROFIT_TARGET,WIN,0.01
1,v3_phaseB,AMZN,2026-03-26 14:40:00+00:00,2026-03-31 16:40:00+00:00,1,55.0,0.343,211.875,178.1807781114733,0.5184774976478331,PROFIT_TARGET,WIN,5.083333333333333
1,v3_phaseB,AMZN,2026-04-06 16:40:00+00:00,2026-04-09 16:05:00+00:00,1,18.6,0.187,212.55999755859375,-335.95006080996745,-2.0538035072103824,STOP_LOSS,LOSS,2.9756944444444446
1,v3_phaseB,AMZN,2026-04-14 16:05:00+00:00,2026-04-14 16:10:00+00:00,1,47.4,0.419,248.44000244140625,363.30260475675937,0.7065036817038302,PROFIT_TARGET,WIN,0.01
1,v3_phaseB,AMZN,2026-04-17 16:10:00+00:00,2026-04-23 19:55:00+00:00,1,31.0,0.311,253.86500549316406,138.05654716883123,0.39545116039473177,END_OF_RANGE,WIN,6.15625
1,v4_filtered,AMZN,2026-02-24 19:30:00+00:00,2026-03-18 14:35:00+00:00,1,100.0,0.259,208.8699951171875,110.42924691568439,0.505699061214995,PROFIT_TARGET,WIN,21.79513888888889
1,v4_filtered,AMZN,2026-03-23 14:35:00+00:00,2026-03-23 14:40:00+00:00,1,94.7,0.514,211.6199951171875,414.4956591046707,0.9022191811800107,PROFIT_TARGET,WIN,0.01
1,v4_filtered,AMZN,2026-03-31 18:55:00+00:00,2026-04-10 14:15:00+00:00,1,40.7,0.282,208.9199981689453,-454.4890754966599,-2.1119451134124447,STOP_LOSS,LOSS,9.805555555555555
1,v4_filtered,AMZN,2026-04-17 14:45:00+00:00,2026-04-23 19:55:00+00:00,1,30.2,0.306,255.21499633789062,140.1158107089281,0.3894222767254374,END_OF_RANGE,WIN,6.215277777777778
1,v5_hedged,AMZN,2026-02-24 19:30:00+00:00,2026-03-18 14:35:00+00:00,3,100.0,0.259,208.8699951171875,331.28774074705314,0.505699061214995,PROFIT_TARGET,WIN,21.79513888888889
1,v5_hedged,AMZN,2026-03-23 14:35:00+00:00,2026-03-23 14:40:00+00:00,3,94.7,0.514,211.6199951171875,1243.4869773140122,0.9022191811800107,PROFIT_TARGET,WIN,0.01
1,v5_hedged,AMZN,2026-03-31 18:55:00+00:00,2026-04-10 14:15:00+00:00,1,40.7,0.282,208.9199981689453,-454.4890754966599,-2.1119451134124447,STOP_LOSS,LOSS,9.805555555555555
1,v5_hedged,AMZN,2026-04-17 14:45:00+00:00,2026-04-23 19:55:00+00:00,1,30.2,0.306,255.21499633789062,140.1158107089281,0.3894222767254374,END_OF_RANGE,WIN,6.215277777777778
1,v1_baseline,GOOGL,2026-02-24 19:30:00+00:00,2026-03-10 13:30:00+00:00,1,99.2,0.225,310.3999938964844,354.97875559633286,0.572597939057724,PROFIT_TARGET,WIN,13.75
1,v1_baseline,GOOGL,2026-03-13 13:30:00+00:00,2026-03-19 13:40:00+00:00,1,22.6,0.209,305.6499938964844,301.3778827333372,0.5097402540035603,PROFIT_TARGET,WIN,6.006944444444445
1,v1_baseline,GOOGL,2026-03-24 13:40:00+00:00,2026-04-01 15:05:00+00:00,1,32.7,0.245,297.6099853515625,356.69628259880426,0.554166276839319,PROFIT_TARGET,WIN,8.059027777777779
1,v1_baseline,GOOGL,2026-04-07 15:05:00+00:00,2026-04-23 19:55:00+00:00,1,19.4,0.228,299.32000732421875,-386.2121613287286,-0.6292285812146297,END_OF_RANGE,LOSS,16.20138888888889
1,v2_hold_day,GOOGL,2026-02-24 19:30:00+00:00,2026-02-24 20:55:00+00:00,1,99.2,0.225,310.3999938964844,13.288982446554076,0.04544139321781185,EOD,WIN,0.059027777777777776
1,v2_hold_day,GOOGL,2026-02-27 20:55:00+00:00,2026-03-02 17:55:00+00:00,1,40.5,0.264,311.6099853515625,196.19778962308075,0.5417371243838468,PROFIT_TARGET,WIN,2.875
1,v2_hold_day,GOOGL,2026-03-05 17:55:00+00:00,2026-03-05 20:55:00+00:00,1,37.8,0.275,299.3800048828125,81.91531553935198,0.23802518298420464,EOD,WIN,0.125
1,v2_hold_day,GOOGL,2026-03-10 19:55:00+00:00,2026-03-11 19:55:00+00:00,1,9.1,0.15,307.0400085449219,-112.48963705786687,-0.43509074378402124,EOD,LOSS,1.0
1,v2_hold_day,GOOGL,2026-03-16 19:55:00+00:00,2026-03-17 18:50:00+00:00,1,0.6,0.113,305.57000732421875,-335.4560847537531,-2.2113954236394457,STOP_LOSS,LOSS,0.9548611111111112
1,v2_hold_day,GOOGL,2026-03-20 18:50:00+00:00,2026-03-20 19:55:00+00:00,1,12.6,0.154,298.7650146484375,-58.33773775047861,-0.2695235130639583,EOD,LOSS,0.04513888888888889
1,v2_hold_day,GOOGL,2026-03-25 19:55:00+00:00,2026-03-26 16:45:00+00:00,1,15.0,0.165,290.9200134277344,-437.8827156399574,-2.039916142726653,STOP_LOSS,LOSS,0.8680555555555556
1,v2_hold_day,GOOGL,2026-03-31 16:45:00+00:00,2026-03-31 19:55:00+00:00,1,72.3,0.422,284.69000244140625,149.85410922331667,0.31720364816208674,EOD,WIN,0.13194444444444445
1,v2_hold_day,GOOGL,2026-04-06 19:55:00+00:00,2026-04-07 19:55:00+00:00,1,6.2,0.126,300.02899169921875,-387.2812579643945,-2.454987557474482,EOD,LOSS,1.0
1,v2_hold_day,GOOGL,2026-04-10 19:55:00+00:00,2026-04-13 13:30:00+00:00,1,0.0,0.086,317.25,122.3847382388852,0.5209331341829667,PROFIT_TARGET,WIN,2.732638888888889
1,v2_hold_day,GOOGL,2026-04-16 13:30:00+00:00,2026-04-16 19:55:00+00:00,1,6.3,0.129,337.0899963378906,-14.3303643004689,-0.0561099076989574,EOD,LOSS,0.2673611111111111
1,v2_hold_day,GOOGL,2026-04-21 19:55:00+00:00,2026-04-22 19:30:00+00:00,1,12.5,0.173,332.2799987792969,-623.6278173767046,-2.0354347607274157,STOP_LOSS,LOSS,0.9826388888888888
1,v3_phaseB,GOOGL,2026-02-24 19:30:00+00:00,2026-03-16 14:05:00+00:00,1,99.2,0.225,310.3999938964844,153.49334964308463,0.5185547588601954,PROFIT_TARGET,WIN,19.774305555555557
1,v3_phaseB,GOOGL,2026-03-19 14:05:00+00:00,2026-03-19 14:10:00+00:00,1,48.0,0.313,305.42498779296875,253.88267658541713,0.6827921236255176,PROFIT_TARGET,WIN,0.01
1,v3_phaseB,GOOGL,2026-03-24 14:10:00+00:00,2026-04-06 13:30:00+00:00,1,32.5,0.244,296.17999267578125,188.91600763193992,0.5573758635399239,PROFIT_TARGET,WIN,12.972222222222221
1,v3_phaseB,GOOGL,2026-04-09 13:30:00+00:00,2026-04-23 19:55:00+00:00,1,22.2,0.249,313.8900146484375,-148.25742201180506,-0.4333094066017434,END_OF_RANGE,LOSS,14.26736111111111
1,v4_filtered,GOOGL,2026-02-24 19:30:00+00:00,2026-03-16 14:05:00+00:00,1,99.2,0.225,310.3999938964844,153.49334964308463,0.5185547588601954,PROFIT_TARGET,WIN,19.774305555555557
1,v4_filtered,GOOGL,2026-03-19 14:05:00+00:00,2026-03-19 14:10:00+00:00,1,48.0,0.313,305.42498779296875,253.88267658541713,0.6827921236255176,PROFIT_TARGET,WIN,0.01
1,v4_filtered,GOOGL,2026-03-24 15:20:00+00:00,2026-04-06 13:30:00+00:00,1,33.2,0.247,296.1499938964844,198.21805214489413,0.5685669490208025,PROFIT_TARGET,WIN,12.92361111111111
1,v5_hedged,GOOGL,2026-02-24 19:30:00+00:00,2026-03-16 14:05:00+00:00,3,99.2,0.225,310.3999938964844,460.4800489292539,0.5185547588601954,PROFIT_TARGET,WIN,19.774305555555557
1,v5_hedged,GOOGL,2026-03-19 14:05:00+00:00,2026-03-19 14:10:00+00:00,1,48.0,0.313,305.42498779296875,253.88267658541713,0.6827921236255176,PROFIT_TARGET,WIN,0.01
1,v5_hedged,GOOGL,2026-03-24 15:20:00+00:00,2026-04-06 13:30:00+00:00,1,33.2,0.247,296.1499938964844,198.21805214489413,0.5685669490208025,PROFIT_TARGET,WIN,12.92361111111111
1,v1_baseline,META,2026-02-24 19:30:00+00:00,2026-03-03 15:15:00+00:00,1,100.0,0.254,638.0900268554688,418.7400306598906,0.5070585359434551,PROFIT_TARGET,WIN,6.822916666666667
1,v1_baseline,META,2026-03-06 15:15:00+00:00,2026-04-14 13:30:00+00:00,1,100.0,0.674,643.02001953125,579.4252262221697,0.6207982910617251,PROFIT_TARGET,WIN,38.927083333333336
1,v1_baseline,META,2026-04-17 13:30:00+00:00,2026-04-23 19:55:00+00:00,1,3.7,0.147,678.239990234375,-242.10574453421322,-0.33445234601613794,END_OF_RANGE,LOSS,6.267361111111111
1,v2_hold_day,META,2026-02-24 19:30:00+00:00,2026-02-24 20:55:00+00:00,1,100.0,0.254,638.0900268554688,-8.557312690749086,-0.014577670253893338,EOD,LOSS,0.059027777777777776
1,v2_hold_day,META,2026-02-27 20:55:00+00:00,2026-03-02 14:40:00+00:00,1,39.3,0.214,648.010009765625,459.1965550873084,0.8552435250622721,PROFIT_TARGET,WIN,2.7395833333333335
1,v2_hold_day,META,2026-03-05 14:40:00+00:00,2026-03-05 20:55:00+00:00,1,21.7,0.173,663.9450073242188,-152.10507229834639,-0.32979227149604556,EOD,LOSS,0.2604166666666667
1,v2_hold_day,META,2026-03-10 19:55:00+00:00,2026-03-11 18:55:00+00:00,1,8.2,0.159,654.0800170898438,218.44609528238234,0.5130213907506911,PROFIT_TARGET,WIN,0.9583333333333334
1,v2_hold_day,META,2026-03-16 18:55:00+00:00,2026-03-16 19:55:00+00:00,1,13.2,0.187,627.7399291992188,-115.4271776558895,-0.2367051868492617,EOD,LOSS,0.041666666666666664
1,v2_hold_day,META,2026-03-19 19:55:00+00:00,2026-03-20 19:55:00+00:00,1,12.0,0.181,606.8358764648438,-539.9364694265188,-1.1800278154131303,EOD,LOSS,1.0
1,v2_hold_day,META,2026-03-25 19:55:00+00:00,2026-03-26 19:55:00+00:00,1,19.6,0.223,594.9500122070312,-492.1901503561912,-0.9692431387164016,EOD,LOSS,1.0
1,v2_hold_day,META,2026-03-31 19:55:00+00:00,2026-04-01 19:55:00+00:00,1,27.8,0.278,572.02001953125,-331.48514318247,-0.571245258994293,EOD,LOSS,1.0
1,v2_hold_day,META,2026-04-07 19:55:00+00:00,2026-04-08 19:55:00+00:00,1,11.9,0.221,574.9099731445312,-508.53523050439196,-1.0347361520605196,EOD,LOSS,1.0
1,v2_hold_day,META,2026-04-13 19:55:00+00:00,2026-04-14 14:20:00+00:00,1,1.1,0.123,634.52001953125,-656.0869710520107,-2.0067102711807494,STOP_LOSS,LOSS,0.7673611111111112
1,v2_hold_day,META,2026-04-17 14:20:00+00:00,2026-04-17 19:55:00+00:00,1,12.3,0.224,683.0,-44.851777353962774,-0.07889824487053192,EOD,LOSS,0.2326388888888889
1,v2_hold_day,META,2026-04-22 19:55:00+00:00,2026-04-23 19:55:00+00:00,1,2.4,0.135,674.6699829101562,-625.1400094605874,-1.6676675368090375,EOD,LOSS,1.0
1,v3_phaseB,META,2026-02-24 19:30:00+00:00,2026-03-20 19:30:00+00:00,1,100.0,0.254,638.0900268554688,-441.1340308872008,-0.6101124317810951,HARD_DTE_21,LOSS,24.0
1,v3_phaseB,META,2026-03-25 19:30:00+00:00,2026-03-27 17:25:00+00:00,1,20.2,0.227,595.3800048828125,-1252.9847736318452,-2.033315843522502,STOP_LOSS,LOSS,1.9131944444444444
1,v3_phaseB,META,2026-04-01 17:25:00+00:00,2026-04-01 17:30:00+00:00,1,47.2,0.394,590.5900268554688,640.4675152957049,0.6604236911756022,PROFIT_TARGET,WIN,0.01
1,v3_phaseB,META,2026-04-07 17:30:00+00:00,2026-04-09 15:50:00+00:00,1,13.3,0.224,569.6300048828125,-1142.6336556901888,-2.0096623513423086,STOP_LOSS,LOSS,1.9305555555555556
1,v3_phaseB,META,2026-04-14 15:50:00+00:00,2026-04-23 19:55:00+00:00,1,20.4,0.297,664.4450073242188,324.348628271564,0.3750890849589047,END_OF_RANGE,WIN,9.17013888888889
1,v4_filtered,META,2026-02-24 19:30:00+00:00,2026-03-20 19:30:00+00:00,1,100.0,0.254,638.0900268554688,-441.1340308872008,-0.6101124317810951,HARD_DTE_21,LOSS,24.0
1,v4_filtered,META,2026-03-31 18:55:00+00:00,2026-04-15 13:30:00+00:00,1,33.4,0.311,570.4299926757812,-1541.5724590920129,-2.104011618862479,STOP_LOSS,LOSS,14.774305555555555
1,v4_filtered,META,2026-04-23 17:40:00+00:00,2026-04-23 17:45:00+00:00,1,30.3,0.386,655.1099853515625,706.9161785966987,0.6270721849374579,PROFIT_TARGET,WIN,0.01
1,v5_hedged,META,2026-02-24 19:30:00+00:00,2026-03-20 19:30:00+00:00,3,100.0,0.254,638.0900268554688,-1323.4020926616024,-0.6101124317810951,HARD_DTE_21,LOSS,24.0
1,v5_hedged,META,2026-03-31 18:55:00+00:00,2026-04-15 13:30:00+00:00,1,33.4,0.311,570.4299926757812,-1541.5724590920129,-2.104011618862479,STOP_LOSS,LOSS,14.774305555555555
1,v5_hedged,META,2026-04-23 17:40:00+00:00,2026-04-23 17:45:00+00:00,1,30.3,0.386,655.1099853515625,706.9161785966987,0.6270721849374579,PROFIT_TARGET,WIN,0.01
2,v1_baseline,TSLA,2026-02-24 19:30:00+00:00,2026-03-04 15:25:00+00:00,1,20.4,0.264,407.9700012207031,511.82338110363287,0.6871660035632761,PROFIT_TARGET,WIN,7.829861111111111
2,v1_baseline,TSLA,2026-03-09 14:25:00+00:00,2026-03-19 13:30:00+00:00,1,58.2,0.402,383.4800109863281,486.02615260638584,0.5949030577600175,PROFIT_TARGET,WIN,9.961805555555555
2,v1_baseline,TSLA,2026-03-24 13:30:00+00:00,2026-04-01 14:55:00+00:00,1,29.1,0.275,383.2200012207031,391.7362755143873,0.5303091055207603,PROFIT_TARGET,WIN,8.059027777777779
2,v1_baseline,TSLA,2026-04-07 14:55:00+00:00,2026-04-23 19:55:00+00:00,1,49.6,0.438,338.739990234375,-189.89794209634,-0.23441268557966863,END_OF_RANGE,LOSS,16.208333333333332
2,v2_hold_day,TSLA,2026-02-24 19:30:00+00:00,2026-02-24 20:55:00+00:00,1,20.4,0.264,407.9700012207031,-80.24461392777917,-0.17598931121564665,EOD,LOSS,0.059027777777777776
2,v2_hold_day,TSLA,2026-02-27 20:55:00+00:00,2026-03-02 14:45:00+00:00,1,27.7,0.25,402.4200134277344,241.4220395604128,0.5438127595444034,PROFIT_TARGET,WIN,2.7430555555555554
2,v2_hold_day,TSLA,2026-03-05 14:45:00+00:00,2026-03-05 20:55:00+00:00,1,19.5,0.236,405.0,-99.69463279690896,-0.2556932668337182,EOD,LOSS,0.2569444444444444
2,v2_hold_day,TSLA,2026-03-10 19:55:00+00:00,2026-03-11 19:55:00+00:00,1,29.9,0.28,399.2349853515625,-334.6700060376924,-0.744845978623828,EOD,LOSS,1.0
2,v2_hold_day,TSLA,2026-03-16 19:55:00+00:00,2026-03-17 19:55:00+00:00,1,10.8,0.198,395.489990234375,-94.78299551170278,-0.28962560496803524,EOD,LOSS,1.0
2,v2_hold_day,TSLA,2026-03-20 19:55:00+00:00,2026-03-23 19:55:00+00:00,1,18.8,0.23,367.9700012207031,-612.4828246629629,-1.5976784630487764,EOD,LOSS,3.0
2,v2_hold_day,TSLA,2026-03-26 19:55:00+00:00,2026-03-27 19:55:00+00:00,1,10.2,0.193,372.239990234375,-474.1542498477367,-1.355890367328259,EOD,LOSS,1.0
2,v2_hold_day,TSLA,2026-04-01 19:55:00+00:00,2026-04-02 13:30:00+00:00,1,0.7,0.153,381.32000732421875,-681.961419117469,-2.558576865576614,STOP_LOSS,LOSS,0.7326388888888888
2,v2_hold_day,TSLA,2026-04-08 13:30:00+00:00,2026-04-08 19:55:00+00:00,1,70.1,0.557,356.1841125488281,-218.0004538315673,-0.3386254621153743,EOD,LOSS,0.2673611111111111
2,v2_hold_day,TSLA,2026-04-13 19:55:00+00:00,2026-04-14 19:55:00+00:00,1,7.2,0.191,352.4049987792969,-656.8245042776975,-1.9139670809069205,EOD,LOSS,1.0
2,v2_hold_day,TSLA,2026-04-17 19:55:00+00:00,2026-04-20 13:35:00+00:00,1,15.3,0.238,400.6600036621094,330.52357555509815,0.8413781968648992,PROFIT_TARGET,WIN,2.736111111111111
2,v2_hold_day,TSLA,2026-04-23 13:35:00+00:00,2026-04-23 19:55:00+00:00,1,55.5,0.469,383.9012145996094,-219.11052586569681,-0.3558929849583546,EOD,LOSS,0.2638888888888889
2,v3_phaseB,TSLA,2026-02-24 19:30:00+00:00,2026-03-20 19:30:00+00:00,1,20.4,0.264,407.9700012207031,-515.4748214912374,-1.062182192933897,HARD_DTE_21,LOSS,24.0
2,v3_phaseB,TSLA,2026-03-25 19:30:00+00:00,2026-04-20 13:30:00+00:00,1,20.0,0.236,385.489990234375,-152.130466072681,-0.32659449535268353,HARD_DTE_21,LOSS,25.75
2,v3_phaseB,TSLA,2026-04-23 13:30:00+00:00,2026-04-23 19:55:00+00:00,1,44.6,0.405,379.0,150.26402141061618,0.22248625595062144,END_OF_RANGE,WIN,0.2673611111111111
2,v4_filtered,TSLA,2026-02-25 14:30:00+00:00,2026-03-04 20:35:00+00:00,1,94.9,0.449,418.3800048828125,410.6704803754455,0.5005424945738361,PROFIT_TARGET,WIN,7.253472222222222
2,v4_filtered,TSLA,2026-03-09 19:55:00+00:00,2026-04-02 19:55:00+00:00,1,32.8,0.293,398.6400146484375,-465.05195660014385,-0.8395651684341089,HARD_DTE_21,LOSS,24.0
2,v4_filtered,TSLA,2026-04-09 13:45:00+00:00,2026-04-23 19:55:00+00:00,1,41.1,0.389,339.8699951171875,-61.96564103574866,-0.10961461954186744,END_OF_RANGE,LOSS,14.256944444444445
2,v5_hedged,TSLA,2026-02-25 14:30:00+00:00,2026-03-04 20:35:00+00:00,3,94.9,0.449,418.3800048828125,1232.0114411263364,0.5005424945738361,PROFIT_TARGET,WIN,7.253472222222222
2,v5_hedged,TSLA,2026-03-09 19:55:00+00:00,2026-04-02 19:55:00+00:00,1,32.8,0.293,398.6400146484375,-465.05195660014385,-0.8395651684341089,HARD_DTE_21,LOSS,24.0
2,v5_hedged,TSLA,2026-04-09 13:45:00+00:00,2026-04-23 19:55:00+00:00,1,41.1,0.389,339.8699951171875,-61.96564103574866,-0.10961461954186744,END_OF_RANGE,LOSS,14.256944444444445
2,v1_baseline,AMD,2026-02-24 19:30:00+00:00,2026-03-25 13:30:00+00:00,1,100.0,0.472,213.8000030517578,621.8605402154892,0.8539056011515427,PROFIT_TARGET,WIN,28.75
2,v1_baseline,AMD,2026-03-30 13:30:00+00:00,2026-04-23 19:55:00+00:00,1,40.2,0.521,207.02499389648438,-258.77947610786055,-0.34912667737987,END_OF_RANGE,LOSS,24.26736111111111
2,v2_hold_day,AMD,2026-02-24 19:30:00+00:00,2026-02-24 20:55:00+00:00,1,100.0,0.472,213.8000030517578,52.02353881698492,0.12387267216282688,EOD,WIN,0.059027777777777776
2,v2_hold_day,AMD,2026-02-27 20:55:00+00:00,2026-03-02 14:35:00+00:00,1,0.0,0.234,200.19000244140625,-506.76779986210255,-2.5827806223755454,STOP_LOSS,LOSS,2.736111111111111
2,v2_hold_day,AMD,2026-03-05 14:35:00+00:00,2026-03-05 20:55:00+00:00,1,6.6,0.228,200.625,-100.29555719674765,-0.5067243906365431,EOD,LOSS,0.2638888888888889
2,v2_hold_day,AMD,2026-03-10 19:55:00+00:00,2026-03-11 17:00:00+00:00,1,9.3,0.242,203.24000549316406,125.93074696407488,0.5012581408421506,PROFIT_TARGET,WIN,0.8784722222222222
2,v2_hold_day,AMD,2026-03-16 17:00:00+00:00,2026-03-16 19:55:00+00:00,1,58.7,0.496,198.49000549316406,-3.3132840052719104,-0.007938731127018055,EOD,LOSS,0.12152777777777778
2,v2_hold_day,AMD,2026-03-19 19:55:00+00:00,2026-03-20 19:55:00+00:00,1,20.6,0.298,205.22999572753906,-97.1392159391474,-0.3796900437980058,EOD,LOSS,1.0
2,v2_hold_day,AMD,2026-03-25 19:55:00+00:00,2026-03-26 14:25:00+00:00,1,8.5,0.261,220.32000732421875,-499.9747896455534,-2.0671756336606855,STOP_LOSS,LOSS,0.7708333333333334
2,v2_hold_day,AMD,2026-03-31 14:25:00+00:00,2026-03-31 19:55:00+00:00,1,37.2,0.497,200.80499267578125,-0.0881584878984043,-0.0002156991808950904,EOD,LOSS,0.22916666666666666
2,v2_hold_day,AMD,2026-04-06 19:55:00+00:00,2026-04-07 19:15:00+00:00,1,0.8,0.197,220.19000244140625,92.01299356339474,0.5067428147664803,PROFIT_TARGET,WIN,0.9722222222222222
2,v2_hold_day,AMD,2026-04-10 19:15:00+00:00,2026-04-10 19:55:00+00:00,1,5.2,0.233,246.0,-153.5178488791434,-0.6079952590820709,EOD,LOSS,0.027777777777777776
2,v2_hold_day,AMD,2026-04-15 19:55:00+00:00,2026-04-16 14:45:00+00:00,1,8.5,0.221,258.1099853515625,-645.8056943649477,-2.279713199079507,STOP_LOSS,LOSS,0.7847222222222222
2,v2_hold_day,AMD,2026-04-21 14:45:00+00:00,2026-04-21 19:55:00+00:00,1,30.2,0.408,279.1700134277344,-67.04503605093626,-0.14670250446211228,EOD,LOSS,0.2152777777777778
2,v3_phaseB,AMD,2026-02-24 19:30:00+00:00,2026-03-10 13:40:00+00:00,1,100.0,0.472,213.8000030517578,241.5488797358233,0.5004540152524836,PROFIT_TARGET,WIN,13.756944444444445
2,v3_phaseB,AMD,2026-03-13 13:40:00+00:00,2026-04-06 13:40:00+00:00,1,15.5,0.274,199.1649932861328,-372.0173473927634,-1.185914324680048,HARD_DTE_21,LOSS,24.0
2,v3_phaseB,AMD,2026-04-09 13:40:00+00:00,2026-04-20 13:30:00+00:00,1,19.5,0.351,235.25999450683594,-754.4953817610768,-2.2601114804599747,STOP_LOSS,LOSS,10.993055555555555
2,v3_phaseB,AMD,2026-04-23 13:30:00+00:00,2026-04-23 19:55:00+00:00,1,11.8,0.249,302.8901062011719,-404.17704891447545,-1.2774323997992667,END_OF_RANGE,LOSS,0.2673611111111111
2,v4_filtered,AMD,2026-02-24 19:30:00+00:00,2026-03-10 13:40:00+00:00,1,100.0,0.472,213.8000030517578,241.5488797358233,0.5004540152524836,PROFIT_TARGET,WIN,13.756944444444445
2,v4_filtered,AMD,2026-03-16 13:30:00+00:00,2026-03-27 13:30:00+00:00,1,53.9,0.472,197.85000610351562,190.25459570818683,0.5270235375824832,PROFIT_TARGET,WIN,11.0
2,v4_filtered,AMD,2026-04-01 13:30:00+00:00,2026-04-01 13:35:00+00:00,1,57.9,0.667,209.0749969482422,462.32471881146387,0.7920454603535597,PROFIT_TARGET,WIN,0.01
2,v4_filtered,AMD,2026-04-08 13:30:00+00:00,2026-04-08 13:35:00+00:00,1,70.7,0.771,230.32000732421875,606.0600389838492,0.8594531375025573,PROFIT_TARGET,WIN,0.01
2,v4_filtered,AMD,2026-04-16 13:30:00+00:00,2026-04-16 13:35:00+00:00,1,70.7,0.759,268.5050048828125,696.985276189737,0.8481033479741933,PROFIT_TARGET,WIN,0.01
2,v4_filtered,AMD,2026-04-21 14:45:00+00:00,2026-04-23 19:55:00+00:00,1,30.2,0.408,279.1700134277344,-267.23975447473,-0.518988280994704,END_OF_RANGE,LOSS,2.2152777777777777
2,v5_hedged,AMD,2026-02-24 19:30:00+00:00,2026-03-10 13:40:00+00:00,3,100.0,0.472,213.8000030517578,724.6466392074699,0.5004540152524836,PROFIT_TARGET,WIN,13.756944444444445
2,v5_hedged,AMD,2026-03-16 13:30:00+00:00,2026-03-27 13:30:00+00:00,2,53.9,0.472,197.85000610351562,380.50919141637365,0.5270235375824832,PROFIT_TARGET,WIN,11.0
2,v5_hedged,AMD,2026-04-01 13:30:00+00:00,2026-04-01 13:35:00+00:00,2,57.9,0.667,209.0749969482422,924.6494376229277,0.7920454603535597,PROFIT_TARGET,WIN,0.01
2,v5_hedged,AMD,2026-04-08 13:30:00+00:00,2026-04-08 13:35:00+00:00,3,70.7,0.771,230.32000732421875,1818.1801169515475,0.8594531375025573,PROFIT_TARGET,WIN,0.01
2,v5_hedged,AMD,2026-04-16 13:30:00+00:00,2026-04-16 13:35:00+00:00,3,70.7,0.759,268.5050048828125,2090.955828569211,0.8481033479741933,PROFIT_TARGET,WIN,0.01
2,v5_hedged,AMD,2026-04-21 14:45:00+00:00,2026-04-23 19:55:00+00:00,1,30.2,0.408,279.1700134277344,-267.23975447473,-0.518988280994704,END_OF_RANGE,LOSS,2.2152777777777777
2,v1_baseline,AVGO,2026-02-24 19:30:00+00:00,2026-03-04 15:20:00+00:00,1,44.0,0.383,323.92498779296875,454.88751064200017,0.5870628919200708,PROFIT_TARGET,WIN,7.826388888888889
2,v1_baseline,AVGO,2026-03-09 14:20:00+00:00,2026-04-08 14:50:00+00:00,1,47.8,0.476,338.125,418.9650944985492,0.5078351789765486,PROFIT_TARGET,WIN,30.020833333333332
2,v1_baseline,AVGO,2026-04-13 14:50:00+00:00,2026-04-23 19:55:00+00:00,1,7.0,0.231,375.5299987792969,-315.16366995605125,-0.4602036435016652,END_OF_RANGE,LOSS,10.211805555555555
2,v2_hold_day,AVGO,2026-02-24 19:30:00+00:00,2026-02-24 20:55:00+00:00,1,44.0,0.383,323.92498779296875,55.566793243117374,0.1135680645616869,EOD,WIN,0.059027777777777776
2,v2_hold_day,AVGO,2026-02-27 20:55:00+00:00,2026-03-02 14:30:00+00:00,1,2.5,0.21,319.6199951171875,-667.5578773635012,-2.376656543607233,STOP_LOSS,LOSS,2.732638888888889
